,symbol,time,vol,op,sl,tp
0,ABEV,2021-03-19 23:15:00,28,2.83,2.69,5.66
1,ABEV,2021-03-26 23:15:00,29,2.72,2.58,5.55
2,ABEV,2021-04-05 23:15:00,29,2.73,2.59,5.56
3,ABEV,2021-04-06 23:15:00,28,2.75,2.61,5.58
4,ABEV,2021-04-07 23:15:00,28,2.77,2.63,5.6
5,ABEV,2021-04-08 23:15:00,28,2.78,2.64,5.61
6,ABEV,2021-04-12 23:15:00,28,2.78,2.64,5.61
7,ABEV,2021-04-14 23:15:00,28,2.81,2.67,5.64
8,ABEV,2021-04-15 23:15:00,27,2.85,2.71,5.68
9,ABEV,2021-04-21 23:15:00,27,2.89,2.75,5.72
10,ABEV,2021-04-22 23:15:00,26,2.92,2.78,5.75
11,ABEV,2021-04-26 23:15:00,27,2.91,2.77,5.74
12,ABEV,2021-04-28 23:15:00,27,2.87,2.73,5.7
13,ABEV,2021-04-29 23:15:00,27,2.89,2.75,5.72
14,ABEV,2021-05-05 23:15:00,28,2.75,2.61,5.58
15,ABEV,2021-05-06 23:15:00,25,3.01,2.87,5.84
16,ABEV,2021-05-07 23:15:00,25,3.14,3.0,5.97
17,ABEV,2021-05-13 23:15:00,24,3.28,3.14,6.11
18,ABEV,2021-05-14 23:15:00,24,3.32,3.18,6.15
19,ABEV,2021-05-24 23:15:00,23,3.33,3.19,6.16
20,ABEV,2021-05-25 23:15:00,23,3.36,3.22,6.19
21,ABEV,2021-05-26 23:15:00,23,3.33,3.19,6.16
22,ABEV,2021-06-01 23:15:00,22,3.54,3.4,6.37
23,ABEV,2021-06-03 23:15:00,20,3.8,3.66,6.63
24,ASXC,2021-03-19 23:15:00,20,3.85,3.71,6.68
25,ASXC,2021-03-22 23:15:00,18,4.1,3.96,6.93
26,ASXC,2021-03-24 23:15:00,19,3.86,3.72,6.69
27,ASXC,2021-03-31 23:15:00,22,3.6,3.46,6.43
28,ASXC,2021-04-01 23:15:00,23,3.43,3.29,6.26
29,ASXC,2021-04-05 23:15:00,22,3.47,3.33,6.3
30,ASXC,2021-04-07 23:15:00,24,3.16,3.02,5.99
31,ASXC,2021-04-08 23:15:00,26,2.85,2.71,5.68
32,ASXC,2021-04-09 23:15:00,29,2.77,2.63,5.6
33,ASXC,2021-04-15 23:15:00,36,2.09,1.95,4.92
34,ASXC,2021-04-22 23:15:00,39,2.05,1.91,4.88
35,ASXC,2021-04-23 23:15:00,40,1.98,1.84,4.81
36,ASXC,2021-04-26 23:15:00,40,1.95,1.81,4.78
37,ASXC,2021-04-27 23:15:00,32,2.21,2.07,5.04
38,ASXC,2021-04-28 23:15:00,36,2.24,2.1,5.07
39,ASXC,2021-04-29 23:15:00,34,2.16,2.02,4.99
40,ASXC,2021-05-03 23:15:00,37,2.02,1.88,4.85
41,ASXC,2021-05-05 23:15:00,42,1.84,1.7,4.67
42,ASXC,2021-05-07 23:15:00,40,1.93,1.79,4.76
43,ASXC,2021-05-10 23:15:00,42,1.78,1.64,4.61
44,ASXC,2021-05-13 23:15:00,45,1.81,1.67,4.64
45,ASXC,2021-05-14 23:15:00,47,1.74,1.6,4.57
46,ASXC,2021-05-18 23:15:00,43,1.9,1.76,4.73
47,ASXC,2021-05-20 23:15:00,38,2.07,1.93,4.9
48,ASXC,2021-05-21 23:15:00,36,2.22,2.08,5.05
49,ASXC,2021-05-24 23:15:00,36,2.1,1.96,4.93
50,ASXC,2021-05-25 23:15:00,38,2.06,1.92,4.89
51,ASXC,2021-05-26 23:15:00,36,2.47,2.33,5.3
52,ASXC,2021-05-27 23:15:00,31,2.39,2.25,5.22
53,ASXC,2021-06-02 23:15:00,31,2.46,2.32,5.29
54,ATOS,2021-03-19 23:15:00,28,2.72,2.58,5.55
55,ATOS,2021-03-31 23:15:00,38,2.11,1.97,4.94
56,ATOS,2021-04-05 23:15:00,36,2.07,1.93,4.9
57,ATOS,2021-04-12 23:15:00,39,1.9,1.76,4.73
58,ATOS,2021-04-15 23:15:00,42,1.83,1.69,4.66
59,ATOS,2021-04-19 23:15:00,48,1.61,1.47,4.44
60,ATOS,2021-04-20 23:15:00,51,1.59,1.45,4.42
61,ATOS,2021-04-21 23:15:00,50,1.61,1.47,4.44
62,ATOS,2021-04-22 23:15:00,45,1.73,1.59,4.56
63,ATOS,2021-04-23 23:15:00,44,1.82,1.68,4.65
64,ATOS,2021-04-26 23:15:00,44,1.85,1.71,4.68
65,ATOS,2021-04-27 23:15:00,39,2.0,1.86,4.83
66,ATOS,2021-04-29 23:15:00,34,2.6,2.5,4.7
67,ATOS,2021-04-30 23:15:00,33,2.28,2.14,5.11
68,ATOS,2021-05-03 23:15:00,33,2.42,2.28,5.25
69,ATOS,2021-05-13 23:15:00,30,2.56,2.42,5.39
70,ATOS,2021-05-14 23:15:00,31,2.7,2.56,5.53
71,ATOS,2021-05-17 23:15:00,24,3.19,3.05,6.02
72,ATOS,2021-05-18 23:15:00,24,3.35,3.21,6.18
73,ATOS,2021-05-20 23:15:00,24,3.3,3.16,6.13
74,ATOS,2021-05-21 23:15:00,24,3.31,3.17,6.14
75,ATOS,2021-05-24 23:15:00,24,3.25,3.11,6.08
76,ATOS,2021-05-25 23:15:00,24,3.19,3.05,6.02
77,ATOS,2021-05-27 23:15:00,25,3.15,3.01,5.98
78,ATOS,2021-06-01 23:15:00,23,3.47,3.33,6.3
79,ATOS,2021-06-02 23:15:00,19,4.01,3.87,6.84
80,BAC,2021-03-18 23:15:00,2,39.38,39.04,46.25
81,BAC,2021-03-24 23:15:00,2,37.67,37.33,44.54
82,BAC,2021-03-25 23:15:00,2,36.97,36.63,43.84
83,BAC,2021-03-26 23:15:00,2,38.4,38.06,45.27
84,BAC,2021-03-30 23:15:00,2,39.22,38.88,46.09
85,BAC,2021-04-01 23:15:00,2,39.09,38.75,45.96
86,BAC,2021-04-05 23:15:00,1,39.86,39.52,46.73
87,BAC,2021-04-07 23:15:00,1,39.61,39.27,46.48
88,BAC,2021-04-09 23:15:00,1,39.87,39.53,46.74
89,BAC,2021-04-12 23:15:00,1,40.06,39.72,46.93
90,BAC,2021-04-16 23:15:00,2,39.14,38.8,46.01
91,BAC,2021-04-19 23:15:00,2,39.27,38.93,46.14
92,BAC,2021-04-22 23:15:00,2,38.5,38.16,45.37
93,BAC,2021-04-23 23:15:00,2,38.82,38.48,45.69
94,BAC,2021-04-26 23:15:00,2,39.84,39.5,46.71
95,BAC,2021-04-27 23:15:00,1,39.82,39.48,46.69
96,BAC,2021-04-28 23:15:00,1,40.09,39.75,46.96
97,BAC,2021-04-29 23:15:00,1,40.86,40.52,47.73
98,BAC,2021-05-03 23:15:00,1,40.54,40.2,47.41
99,BAC,2021-05-05 23:15:00,1,41.13,40.79,48.0
100,BAC,2021-05-06 23:15:00,1,41.41,41.07,48.28
101,BAC,2021-05-10 23:15:00,1,42.8,42.46,49.67
102,BAC,2021-05-12 23:15:00,1,41.97,41.63,48.84
103,BAC,2021-05-14 23:15:00,1,42.31,41.97,49.18
104,BAC,2021-05-20 23:15:00,1,41.72,41.38,48.59
105,BAC,2021-05-21 23:15:00,1,42.25,41.91,49.12
106,BAC,2021-05-24 23:15:00,1,42.42,42.08,49.29
107,BAC,2021-05-25 23:15:00,1,42.77,42.43,49.64
108,BAC,2021-05-26 23:15:00,1,41.99,41.65,48.86
109,BAC,2021-05-27 23:15:00,1,42.54,42.2,49.41
110,BAC,2021-05-28 23:15:00,1,42.13,41.79,49.0
111,BAC,2021-06-01 23:15:00,1,43.13,42.79,50.0
112,BAC,2021-06-02 23:15:00,1,42.96,42.62,49.83
113,BB,2021-03-19 23:15:00,7,10.86,10.52,17.73
114,BB,2021-03-22 23:15:00,7,10.85,10.51,17.72
115,BB,2021-03-24 23:15:00,7,9.93,9.79,12.76
116,BB,2021-03-26 23:15:00,7,9.8,9.66,12.63
117,BB,2021-04-01 23:15:00,9,8.73,8.59,11.56
118,BB,2021-04-05 23:15:00,9,8.72,8.58,11.55
119,BB,2021-04-07 23:15:00,8,9.38,9.24,12.21
120,BB,2021-04-08 23:15:00,8,9.06,8.92,11.89
121,BB,2021-04-13 23:15:00,8,9.03,8.89,11.86
122,BB,2021-04-15 23:15:00,8,8.85,8.71,11.68
123,BB,2021-04-22 23:15:00,9,8.77,8.63,11.6
124,BB,2021-04-23 23:15:00,9,8.83,8.69,11.66
125,BB,2021-04-26 23:15:00,8,8.92,8.78,11.75
126,BB,2021-04-27 23:15:00,8,9.03,8.89,11.86
127,BB,2021-04-29 23:15:00,8,9.24,9.1,12.07
128,BB,2021-05-03 23:15:00,8,8.78,8.64,11.61
129,BB,2021-05-05 23:15:00,9,8.32,8.18,11.15
130,BB,2021-05-07 23:15:00,9,8.57,8.43,11.4
131,BB,2021-05-13 23:15:00,9,8.11,7.97,10.94
132,BB,2021-05-14 23:15:00,9,8.24,8.1,11.07
133,BB,2021-05-18 23:15:00,9,8.73,8.59,11.56
134,BB,2021-05-20 23:15:00,9,8.78,8.64,11.61
135,BB,2021-05-21 23:15:00,8,8.85,8.71,11.68
136,BB,2021-05-24 23:15:00,9,8.63,8.49,11.46
137,BB,2021-05-25 23:15:00,9,8.59,8.45,11.42
138,BB,2021-05-26 23:15:00,8,9.53,9.39,12.36
139,BB,2021-05-27 23:15:00,8,9.72,9.58,12.55
140,BB,2021-05-28 23:15:00,7,11.45,11.11,18.32
141,BB,2021-06-01 23:15:00,7,10.73,10.39,17.6
142,BB,2021-06-02 23:15:00,6,12.71,12.37,19.58
143,BB,2021-06-03 23:15:00,4,17.31,16.97,24.18
144,BBD,2021-03-18 23:15:00,18,4.27,4.13,7.1
145,BBD,2021-03-19 23:15:00,18,4.34,4.2,7.17
146,BBD,2021-04-05 23:15:00,19,4.18,4.04,7.01
147,BBD,2021-04-06 23:15:00,19,4.16,4.02,6.99
148,BBD,2021-04-07 23:15:00,19,4.12,3.98,6.95
149,BBD,2021-04-08 23:15:00,19,4.06,3.92,6.89
150,BBD,2021-04-12 23:15:00,19,4.05,3.91,6.88
151,BBD,2021-04-15 23:15:00,19,4.15,4.01,6.98
152,BBD,2021-04-22 23:15:00,18,4.19,4.05,7.02
153,BBD,2021-04-23 23:15:00,18,4.24,4.1,7.07
154,BBD,2021-04-26 23:15:00,18,4.31,4.17,7.14
155,BBD,2021-04-27 23:15:00,18,4.34,4.2,7.17
156,BBD,2021-04-28 23:15:00,18,4.45,4.31,7.28
157,BBD,2021-05-03 23:15:00,17,4.5,4.36,7.33
158,BBD,2021-05-06 23:15:00,17,4.46,4.32,7.29
159,BBD,2021-05-07 23:15:00,17,4.59,4.45,7.42
160,BBD,2021-05-13 23:15:00,17,4.62,4.48,7.45
161,BBD,2021-05-14 23:15:00,16,4.7,4.56,7.53
162,BBD,2021-05-18 23:15:00,16,4.75,4.61,7.58
163,BBD,2021-05-20 23:15:00,16,4.8,4.66,7.63
164,BBD,2021-05-24 23:15:00,16,4.85,4.71,7.68
165,BBD,2021-05-26 23:15:00,16,4.9,4.76,7.73
166,BBD,2021-05-27 23:15:00,15,4.93,4.79,7.76
167,BBD,2021-06-01 23:15:00,15,5.19,5.05,8.02
168,BNGO,2021-03-19 23:15:00,9,8.73,8.59,11.56
169,BNGO,2021-03-22 23:15:00,8,8.94,8.8,11.77
170,BNGO,2021-03-24 23:15:00,9,8.18,8.04,11.01
171,BNGO,2021-03-26 23:15:00,10,7.94,7.8,10.77
172,BNGO,2021-03-31 23:15:00,10,8.05,7.91,10.88
173,BNGO,2021-04-01 23:15:00,9,8.25,8.11,11.08
174,BNGO,2021-04-05 23:15:00,9,8.06,7.92,10.89
175,BNGO,2021-04-08 23:15:00,10,7.32,7.18,10.15
176,BNGO,2021-04-13 23:15:00,11,6.72,6.58,9.55
177,BNGO,2021-04-15 23:15:00,12,6.18,6.04,9.01
178,BNGO,2021-04-22 23:15:00,12,6.32,6.18,9.15
179,BNGO,2021-04-23 23:15:00,13,6.2,6.06,9.03
180,BNGO,2021-04-26 23:15:00,12,6.42,6.28,9.25
181,BNGO,2021-04-29 23:15:00,11,6.8,6.66,9.63
182,BNGO,2021-05-03 23:15:00,12,6.31,6.17,9.14
183,BNGO,2021-05-05 23:15:00,13,5.75,5.61,8.58
184,BNGO,2021-05-07 23:15:00,14,5.71,5.57,8.54
185,BNGO,2021-05-10 23:15:00,14,5.25,5.11,8.08
186,BNGO,2021-05-13 23:15:00,16,4.87,4.73,7.7
187,BNGO,2021-05-14 23:15:00,15,5.09,4.95,7.92
188,BNGO,2021-05-18 23:15:00,14,5.69,5.55,8.52
189,BNGO,2021-05-20 23:15:00,13,5.8,5.66,8.63
190,BNGO,2021-05-21 23:15:00,13,5.7,5.56,8.53
191,BNGO,2021-05-24 23:15:00,14,5.66,5.52,8.49
192,BNGO,2021-05-25 23:15:00,14,5.54,5.4,8.37
193,BNGO,2021-05-26 23:15:00,14,5.67,5.53,8.5
194,BNGO,2021-05-27 23:15:00,13,5.89,5.75,8.72
195,BNGO,2021-05-28 23:15:00,12,6.36,6.22,9.19
196,BNGO,2021-06-01 23:15:00,12,5.99,5.85,8.82
197,BP,2021-03-22 23:15:00,3,25.37,25.03,32.24
198,BP,2021-03-24 23:15:00,3,24.76,24.42,31.63
199,BP,2021-03-26 23:15:00,3,25.12,24.78,31.99
200,BP,2021-04-01 23:15:00,3,24.41,24.07,31.28
201,BP,2021-04-06 23:15:00,3,25.41,25.07,32.28
202,BP,2021-04-07 23:15:00,3,25.44,25.1,32.31
203,BP,2021-04-12 23:15:00,3,24.77,24.43,31.64
204,BP,2021-04-13 23:15:00,3,24.76,24.42,31.63
205,BP,2021-04-14 23:15:00,3,25.1,24.76,31.97
206,BP,2021-04-16 23:15:00,3,25.08,24.74,31.95
207,BP,2021-04-19 23:15:00,3,25.45,25.11,32.32
208,BP,2021-04-23 23:15:00,3,24.43,24.09,31.3
209,BP,2021-04-26 23:15:00,3,24.93,24.59,31.8
210,BP,2021-04-27 23:15:00,3,25.06,24.72,31.93
211,BP,2021-04-28 23:15:00,3,25.45,25.11,32.32
212,BP,2021-04-29 23:15:00,3,25.62,25.28,32.49
213,BP,2021-05-03 23:15:00,3,25.57,25.23,32.44
214,BP,2021-05-04 23:15:00,3,25.75,25.41,32.62
215,BP,2021-05-05 23:15:00,3,26.47,26.13,33.34
216,BP,2021-05-10 23:15:00,2,26.89,26.55,33.76
217,BP,2021-05-12 23:15:00,3,26.68,26.34,33.55
218,BP,2021-05-14 23:15:00,3,26.58,26.24,33.45
219,BP,2021-05-18 23:15:00,2,27.09,26.75,33.96
220,BP,2021-05-20 23:15:00,3,26.31,25.97,33.18
221,BP,2021-05-21 23:15:00,2,26.67,26.33,33.54
222,BP,2021-05-24 23:15:00,2,26.8,26.46,33.67
223,BP,2021-05-26 23:15:00,3,26.32,25.98,33.19
224,BP,2021-06-01 23:15:00,2,27.04,26.7,33.91
225,BP,2021-06-02 23:15:00,2,27.3,26.96,34.17
226,CAN,2021-03-19 23:15:00,2,28.63,28.29,35.5
227,CAN,2021-03-24 23:15:00,3,22.04,21.7,28.91
228,CAN,2021-03-26 23:15:00,4,17.89,17.55,24.76
229,CAN,2021-03-29 23:15:00,4,19.68,19.34,26.55
230,CAN,2021-03-30 23:15:00,4,19.02,18.68,25.89
231,CAN,2021-04-01 23:15:00,3,23.34,23.0,30.21
232,CAN,2021-04-08 23:15:00,4,19.34,19.0,26.21
233,CAN,2021-04-09 23:15:00,4,18.09,17.75,24.96
234,CAN,2021-04-13 23:15:00,5,15.37,15.03,22.24
235,CAN,2021-04-14 23:15:00,5,14.75,14.41,21.62
236,CAN,2021-04-22 23:15:00,5,13.67,13.33,20.54
237,CAN,2021-04-26 23:15:00,5,13.6,13.26,20.47
238,CAN,2021-04-27 23:15:00,5,14.39,14.05,21.26
239,CAN,2021-05-03 23:15:00,6,12.79,12.45,19.66
240,CAN,2021-05-05 23:15:00,6,11.59,11.25,18.46
241,CAN,2021-05-07 23:15:00,6,12.15,11.81,19.02
242,CAN,2021-05-12 23:15:00,7,10.57,10.23,17.44
243,CAN,2021-05-14 23:15:00,8,9.54,9.4,12.37
244,CAN,2021-05-18 23:15:00,8,10.1,9.76,16.97
245,CAN,2021-05-20 23:15:00,8,8.75,8.61,11.58
246,CAN,2021-05-21 23:15:00,8,8.97,8.83,11.8
247,CAN,2021-05-26 23:15:00,10,8.3,8.16,11.13
248,CAN,2021-05-27 23:15:00,8,8.92,8.78,11.75
249,CAN,2021-06-01 23:15:00,8,9.33,9.19,12.16
250,CAN,2021-06-02 23:15:00,7,10.33,9.99,17.2
251,CAN,2021-06-03 23:15:00,7,10.03,9.69,16.9
252,CLF,2021-03-19 23:15:00,4,16.53,16.19,23.4
253,CLF,2021-03-22 23:15:00,4,16.14,15.8,23.01
254,CLF,2021-03-24 23:15:00,5,15.19,14.85,22.06
255,CLF,2021-03-26 23:15:00,5,16.18,15.84,23.05
256,CLF,2021-03-30 23:15:00,4,16.62,16.28,23.49
257,CLF,2021-03-31 23:15:00,4,19.4,19.06,26.27
258,CLF,2021-04-01 23:15:00,3,19.09,18.75,25.96
259,CLF,2021-04-05 23:15:00,3,20.02,19.68,26.89
260,CLF,2021-04-06 23:15:00,4,18.69,18.35,25.56
261,CLF,2021-04-08 23:15:00,4,17.36,17.02,24.23
262,CLF,2021-04-12 23:15:00,4,17.61,17.27,24.48
263,CLF,2021-04-13 23:15:00,4,17.29,16.95,24.16
264,CLF,2021-04-14 23:15:00,4,18.49,18.15,25.36
265,CLF,2021-04-15 23:15:00,4,18.18,17.84,25.05
266,CLF,2021-04-16 23:15:00,4,17.84,17.5,24.71
267,CLF,2021-04-22 23:15:00,4,17.06,16.72,23.93
268,CLF,2021-04-23 23:15:00,4,17.47,17.13,24.34
269,CLF,2021-04-26 23:15:00,4,18.08,17.74,24.95
270,CLF,2021-04-29 23:15:00,4,18.08,17.74,24.95
271,CLF,2021-05-03 23:15:00,4,17.89,17.55,24.76
272,CLF,2021-05-04 23:15:00,4,18.73,18.39,25.6
273,CLF,2021-05-05 23:15:00,3,20.37,20.03,27.24
274,CLF,2021-05-06 23:15:00,3,19.62,19.28,26.49
275,CLF,2021-05-07 23:15:00,3,20.95,20.61,27.82
276,CLF,2021-05-10 23:15:00,3,22.84,22.5,29.71
277,CLF,2021-05-12 23:15:00,3,21.09,20.75,27.96
278,CLF,2021-05-13 23:15:00,3,20.82,20.48,27.69
279,CLF,2021-05-17 23:15:00,3,20.32,19.98,27.19
280,CLF,2021-05-20 23:15:00,4,18.51,18.17,25.38
281,CLF,2021-05-21 23:15:00,4,18.99,18.65,25.86
282,CLF,2021-05-24 23:15:00,4,18.07,17.73,24.94
283,CLF,2021-05-25 23:15:00,4,18.62,18.28,25.49
284,CLF,2021-05-26 23:15:00,4,18.39,18.05,25.26
285,CLF,2021-05-27 23:15:00,4,19.95,19.61,26.82
286,CLF,2021-05-28 23:15:00,3,19.81,19.47,26.68
287,CLF,2021-06-01 23:15:00,3,20.4,20.06,27.27
288,CLF,2021-06-02 23:15:00,3,20.15,19.81,27.02
289,CMCSA,2021-03-22 23:15:00,1,56.41,55.84,67.92
290,CMCSA,2021-03-23 23:15:00,1,56.41,55.84,67.92
291,CMCSA,2021-03-24 23:15:00,1,56.3,55.73,67.81
292,CMCSA,2021-03-25 23:15:00,1,55.45,54.88,66.96
293,CMCSA,2021-03-30 23:15:00,1,54.89,54.32,66.4
294,CMCSA,2021-04-01 23:15:00,1,54.64,54.07,66.15
295,CMCSA,2021-04-07 23:15:00,1,54.74,54.17,66.25
296,CMCSA,2021-04-08 23:15:00,1,54.31,53.74,65.82
297,CMCSA,2021-04-12 23:15:00,1,53.48,52.91,64.99
298,CMCSA,2021-04-13 23:15:00,1,53.63,53.06,65.14
299,CMCSA,2021-04-15 23:15:00,1,54.21,53.64,65.72
300,CMCSA,2021-04-16 23:15:00,1,55.38,54.81,66.89
301,CMCSA,2021-04-20 23:15:00,1,53.78,53.21,65.29
302,CMCSA,2021-04-21 23:15:00,1,54.01,53.44,65.52
303,CMCSA,2021-04-26 23:15:00,1,54.54,53.97,66.05
304,CMCSA,2021-04-27 23:15:00,1,54.71,54.14,66.22
305,CMCSA,2021-04-29 23:15:00,1,56.02,55.45,67.53
306,CMCSA,2021-04-30 23:15:00,1,54.89,54.32,66.4
307,CMCSA,2021-05-03 23:15:00,1,56.82,56.25,68.33
308,CMCSA,2021-05-05 23:15:00,1,56.71,56.14,68.22
309,CMCSA,2021-05-06 23:15:00,1,56.64,56.07,68.15
310,CMCSA,2021-05-07 23:15:00,1,57.74,57.17,69.25
311,CMCSA,2021-05-10 23:15:00,1,58.87,58.3,70.38
312,CMCSA,2021-05-11 23:15:00,1,57.65,57.08,69.16
313,CMCSA,2021-05-13 23:15:00,1,57.6,57.03,69.11
314,CMCSA,2021-05-14 23:15:00,1,58.06,57.49,69.57
315,CMCSA,2021-05-18 23:15:00,1,55.13,54.56,66.64
316,CMCSA,2021-05-20 23:15:00,1,54.96,54.39,66.47
317,CMCSA,2021-05-21 23:15:00,1,55.19,54.62,66.7
318,CMCSA,2021-05-24 23:15:00,1,55.41,54.84,66.92
319,CMCSA,2021-05-25 23:15:00,1,55.74,55.17,67.25
320,CMCSA,2021-05-26 23:15:00,1,57.1,56.53,68.61
321,CMCSA,2021-05-27 23:15:00,1,57.25,56.68,68.76
322,CMCSA,2021-05-28 23:15:00,1,57.25,56.68,68.76
323,CMCSA,2021-06-01 23:15:00,1,57.29,56.72,68.8
324,CMCSA,2021-06-02 23:15:00,1,56.29,55.72,67.8
325,DISCA,2021-03-22 23:15:00,1,76.64,76.07,88.15
326,DISCA,2021-03-29 23:15:00,1,41.19,40.85,48.06
327,DISCA,2021-03-30 23:15:00,1,44.68,44.34,51.55
328,DISCA,2021-03-31 23:15:00,1,43.35,43.01,50.22
329,DISCA,2021-04-01 23:15:00,1,43.49,43.15,50.36
330,DISCA,2021-04-06 23:15:00,1,43.59,43.25,50.46
331,DISCA,2021-04-07 23:15:00,1,43.94,43.6,50.81
332,DISCA,2021-04-09 23:15:00,1,41.64,41.3,48.51
333,DISCA,2021-04-12 23:15:00,1,41.66,41.32,48.53
334,DISCA,2021-04-13 23:15:00,1,41.05,40.71,47.92
335,DISCA,2021-04-15 23:15:00,2,37.65,37.31,44.52
336,DISCA,2021-04-16 23:15:00,2,37.28,36.94,44.15
337,DISCA,2021-04-19 23:15:00,2,36.99,36.65,43.86
338,DISCA,2021-04-20 23:15:00,2,35.78,35.44,42.65
339,DISCA,2021-04-22 23:15:00,2,38.31,37.97,45.18
340,DISCA,2021-04-23 23:15:00,2,38.24,37.9,45.11
341,DISCA,2021-04-26 23:15:00,2,37.66,37.32,44.53
342,DISCA,2021-04-29 23:15:00,2,38.19,37.85,45.06
343,DISCA,2021-04-30 23:15:00,2,38.73,38.39,45.6
344,DISCA,2021-05-04 23:15:00,2,35.41,35.07,42.28
345,DISCA,2021-05-05 23:15:00,2,36.32,35.98,43.19
346,DISCA,2021-05-06 23:15:00,2,36.5,36.16,43.37
347,DISCA,2021-05-07 23:15:00,2,37.36,37.02,44.23
348,DISCA,2021-05-10 23:15:00,2,37.92,37.58,44.79
349,DISCA,2021-05-13 23:15:00,2,36.69,36.35,43.56
350,DISCA,2021-05-14 23:15:00,2,35.75,35.41,42.62
351,DISCA,2021-05-17 23:15:00,2,36.69,36.35,43.56
352,DISCA,2021-05-20 23:15:00,2,32.86,32.52,39.73
353,DISCA,2021-05-21 23:15:00,2,31.96,31.62,38.83
354,DISCA,2021-05-24 23:15:00,2,31.33,30.99,38.2
355,DISCA,2021-05-25 23:15:00,2,31.55,31.21,38.42
356,DISCA,2021-05-26 23:15:00,2,31.71,31.37,38.58
357,DISCA,2021-05-28 23:15:00,2,32.17,31.83,39.04
358,DISCA,2021-06-01 23:15:00,2,32.32,31.98,39.19
359,DISCA,2021-06-02 23:15:00,2,31.91,31.57,38.78
360,DISCA,2021-06-03 23:15:00,2,31.5,31.16,38.37
361,DKNG,2021-03-19 23:15:00,1,70.78,70.21,82.29
362,DKNG,2021-03-22 23:15:00,1,70.6,70.03,82.11
363,DKNG,2021-03-23 23:15:00,1,71.62,71.05,83.13
364,DKNG,2021-03-24 23:15:00,1,67.99,67.42,79.5
365,DKNG,2021-03-26 23:15:00,1,66.53,65.96,78.04
366,DKNG,2021-03-29 23:15:00,1,62.41,61.84,73.92
367,DKNG,2021-03-30 23:15:00,1,59.22,58.65,70.73
368,DKNG,2021-03-31 23:15:00,1,61.98,61.41,73.49
369,DKNG,2021-04-01 23:15:00,1,62.77,62.2,74.28
370,DKNG,2021-04-05 23:15:00,1,62.86,62.29,74.37
371,DKNG,2021-04-07 23:15:00,1,64.12,63.55,75.63
372,DKNG,2021-04-08 23:15:00,1,62.0,61.43,73.51
373,DKNG,2021-04-13 23:15:00,1,57.42,56.85,68.93
374,DKNG,2021-04-14 23:15:00,1,60.3,59.73,71.81
375,DKNG,2021-04-15 23:15:00,1,58.37,57.8,69.88
376,DKNG,2021-04-16 23:15:00,1,58.66,58.09,70.17
377,DKNG,2021-04-22 23:15:00,1,58.86,58.29,70.37
378,DKNG,2021-04-23 23:15:00,1,58.06,57.49,69.57
379,DKNG,2021-04-26 23:15:00,1,57.96,57.39,69.47
380,DKNG,2021-04-27 23:15:00,1,59.82,59.25,71.33
381,DKNG,2021-04-29 23:15:00,1,59.12,58.55,70.63
382,DKNG,2021-05-03 23:15:00,1,58.01,57.44,69.52
383,DKNG,2021-05-07 23:15:00,1,52.15,51.58,63.66
384,DKNG,2021-05-13 23:15:00,1,43.43,43.09,50.3
385,DKNG,2021-05-14 23:15:00,1,44.25,43.91,51.12
386,DKNG,2021-05-18 23:15:00,1,44.14,43.8,51.01
387,DKNG,2021-05-20 23:15:00,1,44.16,43.82,51.03
388,DKNG,2021-05-21 23:15:00,1,45.73,45.39,52.6
389,DKNG,2021-05-24 23:15:00,1,45.71,45.37,52.58
390,DKNG,2021-05-25 23:15:00,1,49.02,48.68,55.89
391,DKNG,2021-05-26 23:15:00,1,49.33,48.99,56.2
392,DKNG,2021-05-28 23:15:00,1,51.83,51.26,63.34
393,DKNG,2021-06-01 23:15:00,1,49.05,48.71,55.92
394,DNN,2021-03-22 23:15:00,69,1.15,1.01,3.98
395,DNN,2021-03-23 23:15:00,67,1.13,0.99,3.96
396,DNN,2021-03-26 23:15:00,74,1.08,0.94,3.91
397,DNN,2021-03-29 23:15:00,72,1.05,0.91,3.88
398,DNN,2021-04-01 23:15:00,70,1.18,1.04,4.01
399,DNN,2021-04-05 23:15:00,64,1.24,1.1,4.07
400,DNN,2021-04-06 23:15:00,59,1.29,1.15,4.12
401,DNN,2021-04-07 23:15:00,63,1.22,1.08,4.05
402,DNN,2021-04-08 23:15:00,63,1.22,1.08,4.05
403,DNN,2021-04-09 23:15:00,63,1.22,1.08,4.05
404,DNN,2021-04-13 23:15:00,71,1.08,0.94,3.91
405,DNN,2021-04-14 23:15:00,71,1.11,0.97,3.94
406,DNN,2021-04-15 23:15:00,72,1.07,0.93,3.9
407,DNN,2021-04-16 23:15:00,75,1.03,0.89,3.86
408,DNN,2021-04-22 23:15:00,76,1.02,0.88,3.85
409,DNN,2021-04-23 23:15:00,78,1.02,0.875,3.9475
410,DNN,2021-04-26 23:15:00,79,1.02,0.875,3.948
411,DNN,2021-04-27 23:15:00,74,1.04,0.9,3.87
412,DNN,2021-04-29 23:15:00,72,1.1,0.96,3.93
413,DNN,2021-05-03 23:15:00,72,1.1,0.96,3.93
414,DNN,2021-05-05 23:15:00,70,1.16,1.02,3.99
415,DNN,2021-05-06 23:15:00,65,1.14,1.0,3.97
416,DNN,2021-05-10 23:15:00,64,1.16,1.02,3.99
