,symbol,time,vol,op,sl,tp
417,DNN,2021-05-13 23:15:00,73,1.1,0.96,3.93
418,DNN,2021-05-14 23:15:00,74,1.12,0.98,3.95
419,DNN,2021-05-17 23:15:00,68,1.16,1.02,3.99
420,DNN,2021-05-20 23:15:00,66,1.18,1.04,4.01
421,DNN,2021-05-25 23:15:00,68,1.15,1.01,3.98
422,DNN,2021-06-01 23:15:00,60,1.32,1.18,4.15
423,EDU,2021-03-18 23:15:00,4,16.56,16.22,23.43
424,EDU,2021-03-22 23:15:00,4,16.16,15.82,23.03
425,EDU,2021-03-24 23:15:00,4,15.95,15.61,22.82
426,EDU,2021-03-25 23:15:00,5,15.63,15.29,22.5
427,EDU,2021-03-29 23:15:00,5,13.73,13.39,20.6
428,EDU,2021-03-30 23:15:00,5,14.03,13.69,20.9
429,EDU,2021-03-31 23:15:00,5,14.23,13.89,21.1
430,EDU,2021-04-01 23:15:00,5,14.8,14.46,21.67
431,EDU,2021-04-05 23:15:00,5,14.23,13.89,21.1
432,EDU,2021-04-06 23:15:00,5,14.8,14.5,20.9
433,EDU,2021-04-07 23:15:00,5,14.76,14.42,21.63
434,EDU,2021-04-08 23:15:00,5,14.7,14.36,21.57
435,EDU,2021-04-13 23:15:00,5,15.02,14.68,21.89
436,EDU,2021-04-14 23:15:00,5,14.91,14.57,21.78
437,EDU,2021-04-16 23:15:00,5,14.99,14.65,21.86
438,EDU,2021-04-19 23:15:00,5,15.16,14.82,22.03
439,EDU,2021-04-20 23:15:00,4,15.88,15.54,22.75
440,EDU,2021-04-22 23:15:00,4,16.52,16.18,23.39
441,EDU,2021-04-27 23:15:00,4,15.91,15.57,22.78
442,EDU,2021-04-28 23:15:00,4,15.95,15.61,22.82
443,EDU,2021-04-29 23:15:00,4,15.81,15.47,22.68
444,EDU,2021-05-05 23:15:00,5,15.04,14.7,21.91
445,EDU,2021-05-07 23:15:00,5,15.15,14.81,22.02
446,EDU,2021-05-14 23:15:00,6,12.03,11.69,18.9
447,EDU,2021-05-20 23:15:00,6,11.85,11.51,18.72
448,EDU,2021-05-25 23:15:00,7,10.23,9.89,17.1
449,EDU,2021-06-01 23:15:00,7,10.91,10.57,17.78
450,ET,2021-03-19 23:15:00,10,7.97,7.83,10.8
451,ET,2021-03-24 23:15:00,10,7.89,7.75,10.72
452,ET,2021-03-26 23:15:00,10,7.8,7.66,10.63
453,ET,2021-04-01 23:15:00,10,7.71,7.57,10.54
454,ET,2021-04-09 23:15:00,10,8.12,7.98,10.95
455,ET,2021-04-12 23:15:00,9,8.07,7.93,10.9
456,ET,2021-04-14 23:15:00,9,8.03,7.89,10.86
457,ET,2021-04-15 23:15:00,9,8.03,7.89,10.86
458,ET,2021-04-16 23:15:00,9,7.93,7.79,10.76
459,ET,2021-04-22 23:15:00,9,8.14,8.0,10.97
460,ET,2021-04-23 23:15:00,9,8.11,7.97,10.94
461,ET,2021-04-26 23:15:00,9,8.23,8.09,11.06
462,ET,2021-04-27 23:15:00,9,8.28,8.14,11.11
463,ET,2021-04-28 23:15:00,9,8.56,8.42,11.39
464,ET,2021-04-29 23:15:00,9,8.86,8.72,11.69
465,ET,2021-05-03 23:15:00,9,8.63,8.49,11.46
466,ET,2021-05-04 23:15:00,9,8.76,8.62,11.59
467,ET,2021-05-05 23:15:00,8,9.01,8.87,11.84
468,ET,2021-05-06 23:15:00,8,8.87,8.73,11.7
469,ET,2021-05-07 23:15:00,8,9.59,9.45,12.42
470,ET,2021-05-10 23:15:00,7,9.89,9.75,12.72
471,ET,2021-05-12 23:15:00,8,9.82,9.68,12.65
472,ET,2021-05-13 23:15:00,8,9.87,9.73,12.7
473,ET,2021-05-14 23:15:00,7,10.18,9.84,17.05
474,ET,2021-05-17 23:15:00,7,10.29,9.95,17.16
475,ET,2021-05-21 23:15:00,7,10.05,9.71,16.92
476,ET,2021-05-24 23:15:00,7,10.34,10.0,17.21
477,ET,2021-05-26 23:15:00,7,9.94,9.8,12.77
478,ET,2021-05-28 23:15:00,7,10.02,9.68,16.89
479,ET,2021-06-01 23:15:00,7,10.2,9.86,17.07
480,ET,2021-06-02 23:15:00,7,10.38,10.04,17.25
481,EXPR,2021-03-19 23:15:00,15,5.6,5.46,8.43
482,EXPR,2021-03-22 23:15:00,14,5.16,5.02,7.99
483,EXPR,2021-03-23 23:15:00,16,4.45,4.31,7.28
484,EXPR,2021-03-24 23:15:00,18,4.53,4.39,7.36
485,EXPR,2021-03-26 23:15:00,16,4.39,4.25,7.22
486,EXPR,2021-03-30 23:15:00,19,3.9,3.76,6.73
487,EXPR,2021-03-31 23:15:00,19,4.08,3.94,6.91
488,EXPR,2021-04-01 23:15:00,19,4.02,3.88,6.85
489,EXPR,2021-04-05 23:15:00,19,3.91,3.77,6.74
490,EXPR,2021-04-08 23:15:00,20,3.91,3.77,6.74
491,EXPR,2021-04-09 23:15:00,19,3.9,3.76,6.73
492,EXPR,2021-04-12 23:15:00,20,3.62,3.48,6.45
493,EXPR,2021-04-13 23:15:00,22,3.35,3.21,6.18
494,EXPR,2021-04-14 23:15:00,23,3.62,3.48,6.45
495,EXPR,2021-04-15 23:15:00,22,3.43,3.29,6.26
496,EXPR,2021-04-22 23:15:00,24,3.2,3.06,6.03
497,EXPR,2021-04-26 23:15:00,24,3.32,3.18,6.15
498,EXPR,2021-04-27 23:15:00,24,3.29,3.15,6.12
499,EXPR,2021-04-28 23:15:00,24,3.18,3.04,6.01
500,EXPR,2021-04-29 23:15:00,24,3.27,3.13,6.1
501,EXPR,2021-04-30 23:15:00,24,3.09,2.95,5.92
502,EXPR,2021-05-03 23:15:00,25,3.13,2.99,5.96
503,EXPR,2021-05-04 23:15:00,25,3.03,2.89,5.86
504,EXPR,2021-05-13 23:15:00,26,3.09,2.95,5.92
505,EXPR,2021-05-14 23:15:00,23,3.44,3.3,6.27
506,EXPR,2021-05-18 23:15:00,20,3.85,3.71,6.68
507,EXPR,2021-05-20 23:15:00,21,3.51,3.37,6.34
508,EXPR,2021-05-24 23:15:00,22,3.5,3.36,6.33
509,EXPR,2021-05-26 23:15:00,19,4.32,4.18,7.15
510,EXPR,2021-05-28 23:15:00,14,5.38,5.24,8.21
511,EXPR,2021-06-01 23:15:00,17,4.53,4.39,7.36
512,EXPR,2021-06-02 23:15:00,15,5.19,5.05,8.02
513,F,2021-03-18 23:15:00,6,12.93,12.59,19.8
514,F,2021-03-19 23:15:00,6,12.83,12.49,19.7
515,F,2021-03-22 23:15:00,6,12.61,12.27,19.48
516,F,2021-03-24 23:15:00,6,12.38,12.04,19.25
517,F,2021-03-26 23:15:00,6,12.37,12.03,19.24
518,F,2021-03-30 23:15:00,6,12.41,12.07,19.28
519,F,2021-04-01 23:15:00,6,12.1,11.76,18.97
520,F,2021-04-05 23:15:00,6,12.39,12.05,19.26
521,F,2021-04-06 23:15:00,6,12.87,12.53,19.74
522,F,2021-04-13 23:15:00,6,12.16,11.82,19.03
523,F,2021-04-14 23:15:00,6,12.48,12.14,19.35
524,F,2021-04-15 23:15:00,6,12.2,11.86,19.07
525,F,2021-04-16 23:15:00,6,12.26,11.92,19.13
526,F,2021-04-22 23:15:00,6,11.92,11.58,18.79
527,F,2021-04-23 23:15:00,6,12.07,11.73,18.94
528,F,2021-04-26 23:15:00,6,12.32,11.98,19.19
529,F,2021-04-27 23:15:00,6,12.38,12.04,19.25
530,F,2021-04-28 23:15:00,6,12.47,12.13,19.34
531,F,2021-04-30 23:15:00,6,11.43,11.09,18.3
532,F,2021-05-03 23:15:00,6,11.58,11.24,18.45
533,F,2021-05-05 23:15:00,6,11.43,11.09,18.3
534,F,2021-05-13 23:15:00,6,11.61,11.27,18.48
535,F,2021-05-14 23:15:00,6,11.71,11.37,18.58
536,F,2021-05-18 23:15:00,6,12.3,11.96,19.17
537,F,2021-05-20 23:15:00,6,12.57,12.23,19.44
538,F,2021-05-21 23:15:00,6,12.78,12.44,19.65
539,F,2021-05-24 23:15:00,5,13.09,12.75,19.96
540,F,2021-05-25 23:15:00,6,13.14,12.8,20.01
541,F,2021-05-26 23:15:00,6,13.71,13.37,20.58
542,F,2021-05-27 23:15:00,5,14.57,14.23,21.44
543,F,2021-05-28 23:15:00,5,14.66,14.32,21.53
544,F,2021-06-01 23:15:00,5,14.65,14.31,21.52
545,F,2021-06-02 23:15:00,5,14.95,14.61,21.82
546,F,2021-06-03 23:15:00,5,15.5,15.16,22.37
547,FCEL,2021-03-22 23:15:00,5,14.62,14.28,21.49
548,FCEL,2021-03-24 23:15:00,5,13.37,13.03,20.24
549,FCEL,2021-03-26 23:15:00,5,13.31,12.97,20.18
550,FCEL,2021-03-29 23:15:00,5,12.78,12.44,19.65
551,FCEL,2021-03-31 23:15:00,5,13.94,13.6,20.81
552,FCEL,2021-04-01 23:15:00,5,15.09,14.75,21.96
553,FCEL,2021-04-05 23:15:00,5,13.75,13.41,20.62
554,FCEL,2021-04-08 23:15:00,6,12.85,12.51,19.72
555,FCEL,2021-04-14 23:15:00,7,11.68,11.34,18.55
556,FCEL,2021-04-15 23:15:00,7,10.49,10.15,17.36
557,FCEL,2021-04-22 23:15:00,8,9.88,9.74,12.71
558,FCEL,2021-04-23 23:15:00,8,9.94,9.8,12.77
559,FCEL,2021-04-26 23:15:00,7,10.02,9.68,16.89
560,FCEL,2021-04-29 23:15:00,7,10.15,9.81,17.02
561,FCEL,2021-05-03 23:15:00,8,9.67,9.53,12.5
562,FCEL,2021-05-05 23:15:00,8,8.57,8.43,11.4
563,FCEL,2021-05-07 23:15:00,9,8.33,8.19,11.16
564,FCEL,2021-05-13 23:15:00,10,7.76,7.62,10.59
565,FCEL,2021-05-14 23:15:00,10,7.66,7.52,10.49
566,FCEL,2021-05-18 23:15:00,9,8.24,8.1,11.07
567,FCEL,2021-05-20 23:15:00,9,8.39,8.25,11.22
568,FCEL,2021-05-21 23:15:00,9,8.88,8.74,11.71
569,FCEL,2021-05-24 23:15:00,8,8.57,8.43,11.4
570,FCEL,2021-05-26 23:15:00,9,9.16,9.02,11.99
571,FCEL,2021-05-27 23:15:00,8,9.45,9.31,12.28
572,FCEL,2021-05-28 23:15:00,7,10.49,10.15,17.36
573,FCEL,2021-06-01 23:15:00,7,9.68,9.54,12.51
574,FCEL,2021-06-02 23:15:00,7,9.92,9.78,12.75
575,FCX,2021-03-22 23:15:00,2,34.73,34.39,41.6
576,FCX,2021-03-24 23:15:00,2,32.87,32.53,39.74
577,FCX,2021-03-26 23:15:00,2,33.15,32.81,40.02
578,FCX,2021-03-31 23:15:00,2,33.03,32.69,39.9
579,FCX,2021-04-01 23:15:00,2,33.68,33.34,40.55
580,FCX,2021-04-05 23:15:00,2,34.8,34.46,41.67
581,FCX,2021-04-06 23:15:00,2,35.73,35.39,42.6
582,FCX,2021-04-08 23:15:00,2,33.58,33.24,40.45
583,FCX,2021-04-12 23:15:00,2,33.13,32.79,40.0
584,FCX,2021-04-13 23:15:00,2,33.35,33.01,40.22
585,FCX,2021-04-14 23:15:00,2,36.06,35.72,42.93
586,FCX,2021-04-15 23:15:00,2,36.48,36.14,43.35
587,FCX,2021-04-16 23:15:00,2,37.93,37.59,44.8
588,FCX,2021-04-19 23:15:00,2,38.13,37.79,45.0
589,FCX,2021-04-23 23:15:00,2,36.25,35.91,43.12
590,FCX,2021-04-26 23:15:00,2,38.62,38.28,45.49
591,FCX,2021-04-29 23:15:00,1,38.58,38.24,45.45
592,FCX,2021-05-03 23:15:00,2,38.92,38.58,45.79
593,FCX,2021-05-04 23:15:00,2,38.08,37.74,44.95
594,FCX,2021-05-05 23:15:00,1,40.39,40.05,47.26
595,FCX,2021-05-06 23:15:00,1,41.0,40.66,47.87
596,FCX,2021-05-07 23:15:00,1,43.22,42.88,50.09
597,FCX,2021-05-10 23:15:00,1,45.38,45.04,52.25
598,FCX,2021-05-17 23:15:00,1,42.49,42.15,49.36
599,FCX,2021-05-18 23:15:00,1,44.34,44.0,51.21
600,FCX,2021-05-20 23:15:00,1,40.42,40.08,47.29
601,FCX,2021-05-21 23:15:00,1,41.32,40.98,48.19
602,FCX,2021-05-24 23:15:00,1,41.07,40.73,47.94
603,FCX,2021-05-25 23:15:00,1,41.55,41.21,48.42
604,FCX,2021-05-26 23:15:00,1,41.27,40.93,48.14
605,FCX,2021-05-27 23:15:00,1,42.17,41.83,49.04
606,FCX,2021-05-28 23:15:00,1,42.4,42.06,49.27
607,FCX,2021-06-01 23:15:00,1,43.96,43.62,50.83
608,GE,2021-03-24 23:15:00,6,12.95,12.61,19.82
609,GE,2021-03-26 23:15:00,6,12.99,12.65,19.86
610,GE,2021-03-30 23:15:00,6,13.17,12.83,20.04
611,GE,2021-03-31 23:15:00,5,13.26,12.92,20.13
612,GE,2021-04-01 23:15:00,5,13.24,12.9,20.11
613,GE,2021-04-05 23:15:00,5,13.45,13.11,20.32
614,GE,2021-04-06 23:15:00,5,13.46,13.12,20.33
615,GE,2021-04-07 23:15:00,5,13.41,13.07,20.28
616,GE,2021-04-09 23:15:00,5,13.54,13.2,20.41
617,GE,2021-04-12 23:15:00,5,13.53,13.19,20.4
618,GE,2021-04-15 23:15:00,5,13.57,13.23,20.44
619,GE,2021-04-16 23:15:00,5,13.47,13.13,20.34
620,GE,2021-04-23 23:15:00,5,13.54,13.2,20.41
621,GE,2021-04-26 23:15:00,5,13.79,13.45,20.66
622,GE,2021-05-03 23:15:00,5,13.34,13.0,20.21
623,GE,2021-05-05 23:15:00,6,13.15,12.81,20.02
624,GE,2021-05-06 23:15:00,5,13.1,12.76,19.97
625,GE,2021-05-10 23:15:00,5,13.49,13.15,20.36
626,GE,2021-05-14 23:15:00,6,13.1,12.76,19.97
627,GE,2021-05-17 23:15:00,5,13.24,12.9,20.11
628,GE,2021-05-18 23:15:00,6,13.2,12.86,20.07
629,GE,2021-05-20 23:15:00,6,13.01,12.67,19.88
630,GE,2021-05-21 23:15:00,6,13.2,12.86,20.07
631,GE,2021-05-24 23:15:00,5,13.17,12.83,20.04
632,GE,2021-05-25 23:15:00,6,13.27,12.93,20.14
633,GE,2021-05-27 23:15:00,5,14.02,13.68,20.89
634,GE,2021-06-01 23:15:00,5,14.17,13.83,21.04
635,GE,2021-06-02 23:15:00,5,14.11,13.77,20.98
636,GEVO,2021-03-19 23:15:00,9,8.73,8.59,11.56
637,GEVO,2021-03-22 23:15:00,7,9.98,9.84,12.81
638,GEVO,2021-03-24 23:15:00,8,8.99,8.85,11.82
639,GEVO,2021-03-26 23:15:00,9,8.63,8.49,11.46
640,GEVO,2021-03-31 23:15:00,8,9.17,9.03,12.0
641,GEVO,2021-04-01 23:15:00,7,10.03,9.69,16.9
642,GEVO,2021-04-05 23:15:00,7,9.49,9.35,12.32
643,GEVO,2021-04-06 23:15:00,8,8.97,8.83,11.8
644,GEVO,2021-04-13 23:15:00,10,6.96,6.82,9.79
645,GEVO,2021-04-15 23:15:00,10,6.88,6.74,9.71
646,GEVO,2021-04-22 23:15:00,11,6.54,6.4,9.37
647,GEVO,2021-04-23 23:15:00,12,6.39,6.25,9.22
648,GEVO,2021-04-26 23:15:00,11,6.67,6.53,9.5
649,GEVO,2021-04-27 23:15:00,10,7.08,6.94,9.91
650,GEVO,2021-04-29 23:15:00,10,7.1,6.96,9.93
651,GEVO,2021-04-30 23:15:00,11,7.19,7.05,10.02
652,GEVO,2021-05-03 23:15:00,11,7.01,6.87,9.84
653,GEVO,2021-05-05 23:15:00,12,6.48,6.34,9.31
654,GEVO,2021-05-07 23:15:00,13,6.01,5.87,8.84
655,GEVO,2021-05-10 23:15:00,13,5.75,5.61,8.58
656,GEVO,2021-05-13 23:15:00,15,5.31,5.17,8.14
657,GEVO,2021-05-14 23:15:00,14,5.78,5.64,8.61
658,GEVO,2021-05-17 23:15:00,13,6.34,6.2,9.17
659,GEVO,2021-05-18 23:15:00,11,6.5,6.4,8.6
660,GEVO,2021-05-20 23:15:00,11,6.79,6.65,9.62
661,GEVO,2021-05-21 23:15:00,11,7.18,7.04,10.01
662,GEVO,2021-05-24 23:15:00,11,6.83,6.69,9.66
663,GEVO,2021-05-25 23:15:00,11,7.0,6.9,9.1
664,GEVO,2021-05-26 23:15:00,11,7.29,7.15,10.12
665,GEVO,2021-05-27 23:15:00,10,7.59,7.45,10.42
666,GEVO,2021-05-28 23:15:00,9,7.86,7.72,10.69
667,GEVO,2021-06-01 23:15:00,10,7.67,7.53,10.5
668,GEVO,2021-06-02 23:15:00,9,7.89,7.75,10.72
669,GGB,2021-03-18 23:15:00,15,5.27,5.13,8.1
670,GGB,2021-03-19 23:15:00,15,5.11,4.97,7.94
671,GGB,2021-03-23 23:15:00,15,4.98,4.84,7.81
672,GGB,2021-03-24 23:15:00,16,4.89,4.75,7.72
673,GGB,2021-03-26 23:15:00,16,5.05,4.91,7.88
674,GGB,2021-03-30 23:15:00,15,5.03,4.89,7.86
675,GGB,2021-03-31 23:15:00,15,5.23,5.09,8.06
676,GGB,2021-04-01 23:15:00,14,5.19,5.05,8.02
677,GGB,2021-04-05 23:15:00,14,5.25,5.11,8.08
678,GGB,2021-04-06 23:15:00,15,5.21,5.07,8.04
679,GGB,2021-04-07 23:15:00,14,5.45,5.31,8.28
680,GGB,2021-04-08 23:15:00,14,5.43,5.29,8.26
681,GGB,2021-04-12 23:15:00,14,5.49,5.35,8.32
682,GGB,2021-04-15 23:15:00,13,5.73,5.59,8.56
683,GGB,2021-04-21 23:15:00,13,5.85,5.71,8.68
684,GGB,2021-04-22 23:15:00,13,5.9,5.76,8.73
685,GGB,2021-04-23 23:15:00,12,6.13,5.99,8.96
686,GGB,2021-04-26 23:15:00,12,6.2,6.06,9.03
687,GGB,2021-04-28 23:15:00,12,6.39,6.25,9.22
688,GGB,2021-04-29 23:15:00,12,6.43,6.29,9.26
689,GGB,2021-05-05 23:15:00,12,6.41,6.27,9.24
690,GGB,2021-05-06 23:15:00,12,6.63,6.49,9.46
691,GGB,2021-05-07 23:15:00,11,6.9,6.76,9.73
692,GGB,2021-05-10 23:15:00,11,7.08,6.94,9.91
693,GGB,2021-05-18 23:15:00,11,6.78,6.64,9.61
694,GGB,2021-05-20 23:15:00,11,6.58,6.44,9.41
695,GGB,2021-05-25 23:15:00,12,6.21,6.07,9.04
696,GGB,2021-05-27 23:15:00,12,6.25,6.11,9.08
697,GGB,2021-06-01 23:15:00,12,6.53,6.39,9.36
698,GM,2021-03-18 23:15:00,1,61.68,61.11,73.19
699,GM,2021-03-19 23:15:00,1,59.33,58.76,70.84
700,GM,2021-03-24 23:15:00,1,57.1,56.53,68.61
701,GM,2021-03-26 23:15:00,1,56.93,56.36,68.44
702,GM,2021-03-30 23:15:00,1,57.83,57.26,69.34
703,GM,2021-04-01 23:15:00,1,57.28,56.71,68.79
704,GM,2021-04-05 23:15:00,1,59.42,58.85,70.93
705,GM,2021-04-12 23:15:00,1,59.65,59.08,71.16
706,GM,2021-04-14 23:15:00,1,59.57,59.0,71.08
707,GM,2021-04-15 23:15:00,1,58.71,58.14,70.22
708,GM,2021-04-16 23:15:00,1,58.6,58.03,70.11
709,GM,2021-04-22 23:15:00,1,57.04,56.47,68.55
710,GM,2021-04-23 23:15:00,1,57.38,56.81,68.89
711,GM,2021-04-26 23:15:00,1,58.0,57.43,69.51
712,GM,2021-04-27 23:15:00,1,58.69,58.12,70.2
713,GM,2021-04-28 23:15:00,1,58.51,57.94,70.02
714,GM,2021-05-03 23:15:00,1,57.4,56.83,68.91
715,GM,2021-05-05 23:15:00,1,56.59,56.02,68.1
716,GM,2021-05-06 23:15:00,1,57.68,57.11,69.19
717,GM,2021-05-12 23:15:00,1,55.2,54.63,66.71
718,GM,2021-05-13 23:15:00,1,55.19,54.62,66.7
719,GM,2021-05-14 23:15:00,1,55.39,54.82,66.9
720,GM,2021-05-18 23:15:00,1,56.43,55.86,67.94
721,GM,2021-05-20 23:15:00,1,55.54,54.97,67.05
722,GM,2021-05-21 23:15:00,1,56.27,55.7,67.78
723,GM,2021-05-24 23:15:00,1,56.58,56.01,68.09
724,GM,2021-05-25 23:15:00,1,57.28,56.71,68.79
725,GM,2021-05-26 23:15:00,1,57.8,57.23,69.31
726,GM,2021-05-27 23:15:00,1,60.28,59.71,71.79
727,GM,2021-05-28 23:15:00,1,58.87,58.3,70.38
728,GM,2021-06-01 23:15:00,1,59.89,59.32,71.4
729,GM,2021-06-02 23:15:00,1,59.99,59.42,71.5
730,GM,2021-06-03 23:15:00,1,62.49,61.92,74.0
731,GOLD,2021-03-19 23:15:00,3,20.91,20.57,27.78
732,GOLD,2021-03-24 23:15:00,3,20.07,19.73,26.94
733,GOLD,2021-03-31 23:15:00,4,19.76,19.42,26.63
734,GOLD,2021-04-01 23:15:00,3,20.01,19.67,26.88
735,GOLD,2021-04-05 23:15:00,3,20.87,20.53,27.74
736,GOLD,2021-04-06 23:15:00,3,20.95,20.61,27.82
737,GOLD,2021-04-07 23:15:00,3,20.89,20.55,27.76
738,GOLD,2021-04-08 23:15:00,3,20.94,20.6,27.81
739,GOLD,2021-04-13 23:15:00,3,21.16,20.82,28.03
740,GOLD,2021-04-14 23:15:00,3,21.1,20.8,27.2
741,GOLD,2021-04-15 23:15:00,3,21.93,21.59,28.8
742,GOLD,2021-04-16 23:15:00,3,22.16,21.82,29.03
743,GOLD,2021-04-19 23:15:00,3,22.33,21.99,29.2
744,GOLD,2021-04-21 23:15:00,3,22.73,22.39,29.6
745,GOLD,2021-04-23 23:15:00,3,22.35,22.01,29.22
746,GOLD,2021-04-26 23:15:00,3,22.17,21.83,29.04
747,GOLD,2021-04-27 23:15:00,3,22.11,21.77,28.98
748,GOLD,2021-05-03 23:15:00,3,21.96,21.62,28.83
749,GOLD,2021-05-05 23:15:00,3,22.07,21.73,28.94
750,GOLD,2021-05-06 23:15:00,3,23.03,22.69,29.9
751,GOLD,2021-05-07 23:15:00,3,24.06,23.72,30.93
752,GOLD,2021-05-10 23:15:00,3,24.2,23.86,31.07
753,GOLD,2021-05-12 23:15:00,3,23.86,23.52,30.73
754,GOLD,2021-05-14 23:15:00,3,23.82,23.48,30.69
755,GOLD,2021-05-17 23:15:00,3,24.43,24.09,31.3
756,GOLD,2021-05-18 23:15:00,3,24.73,24.39,31.6
757,GOLD,2021-05-21 23:15:00,3,24.6,24.26,31.47
758,GOLD,2021-05-24 23:15:00,3,24.77,24.43,31.64
759,GOLD,2021-05-25 23:15:00,3,24.54,24.2,31.41
760,GOLD,2021-05-26 23:15:00,3,24.7,24.36,31.57
761,GOLD,2021-06-01 23:15:00,3,24.02,23.68,30.89
762,GOLD,2021-06-02 23:15:00,3,24.24,23.9,31.11
763,GSAT,2021-03-19 23:15:00,49,1.58,1.44,4.41
764,GSAT,2021-03-22 23:15:00,49,1.56,1.42,4.39
765,GSAT,2021-03-24 23:15:00,54,1.4,1.26,4.23
766,GSAT,2021-03-26 23:15:00,56,1.39,1.25,4.22
767,GSAT,2021-03-31 23:15:00,59,1.34,1.2,4.17
768,GSAT,2021-04-01 23:15:00,57,1.4,1.26,4.23
769,GSAT,2021-04-05 23:15:00,56,1.38,1.24,4.21
770,GSAT,2021-04-07 23:15:00,59,1.3,1.16,4.13
771,GSAT,2021-04-08 23:15:00,60,1.31,1.17,4.14
772,GSAT,2021-04-15 23:15:00,70,1.1,0.96,3.93
773,GSAT,2021-04-20 23:15:00,86,0.9001,0.7551,3.8276
774,GSAT,2021-04-22 23:15:00,86,0.9115,0.7665,3.839
775,GSAT,2021-04-23 23:15:00,86,0.9196,0.7746,3.8471
776,GSAT,2021-04-26 23:15:00,84,0.9488,0.8038,3.8763
777,GSAT,2021-04-27 23:15:00,50,1.41,1.27,4.24
778,GSAT,2021-04-29 23:15:00,60,1.24,1.1,4.07
779,GSAT,2021-05-03 23:15:00,61,1.26,1.12,4.09
780,GSAT,2021-05-06 23:15:00,64,1.19,1.05,4.02
781,GSAT,2021-05-14 23:15:00,73,1.15,1.01,3.98
782,GSAT,2021-05-21 23:15:00,50,1.52,1.38,4.35
783,GSAT,2021-05-24 23:15:00,52,1.47,1.33,4.3
784,GSAT,2021-05-25 23:15:00,56,1.38,1.24,4.21
785,GSAT,2021-05-28 23:15:00,49,1.58,1.44,4.41
786,GSAT,2021-06-01 23:15:00,48,1.59,1.45,4.42
787,GSAT,2021-06-03 23:15:00,63,1.25,1.11,4.08
788,HBAN,2021-03-18 23:15:00,4,16.48,16.14,23.35
789,HBAN,2021-03-22 23:15:00,4,15.65,15.31,22.52
790,HBAN,2021-03-24 23:15:00,5,15.73,15.39,22.6
791,HBAN,2021-03-25 23:15:00,5,15.24,14.9,22.11
792,HBAN,2021-03-26 23:15:00,4,16.02,15.68,22.89
793,HBAN,2021-03-29 23:15:00,4,15.76,15.42,22.63
794,HBAN,2021-03-30 23:15:00,5,15.96,15.62,22.83
795,HBAN,2021-04-01 23:15:00,5,15.74,15.4,22.61
796,HBAN,2021-04-05 23:15:00,4,16.11,15.77,22.98
797,HBAN,2021-04-06 23:15:00,4,16.11,15.77,22.98
798,HBAN,2021-04-07 23:15:00,4,16.07,15.73,22.94
799,HBAN,2021-04-09 23:15:00,4,16.21,15.87,23.08
800,HBAN,2021-04-12 23:15:00,4,16.4,16.06,23.27
801,HBAN,2021-04-14 23:15:00,4,16.4,16.06,23.27
802,HBAN,2021-04-16 23:15:00,4,16.25,15.91,23.12
803,HBAN,2021-04-19 23:15:00,4,16.0,15.66,22.87
804,HBAN,2021-04-26 23:15:00,5,15.17,14.83,22.04
805,HBAN,2021-04-27 23:15:00,5,15.16,14.82,22.03
806,HBAN,2021-04-28 23:15:00,5,15.26,14.92,22.13
807,HBAN,2021-04-29 23:15:00,5,15.6,15.3,21.7
808,HBAN,2021-05-03 23:15:00,5,15.31,14.97,22.18
809,HBAN,2021-05-06 23:15:00,5,15.47,15.13,22.34
810,HBAN,2021-05-10 23:15:00,4,16.01,15.67,22.88
811,HBAN,2021-05-12 23:15:00,5,15.77,15.43,22.64
812,HBAN,2021-05-14 23:15:00,5,15.75,15.41,22.62
813,HBAN,2021-05-18 23:15:00,4,16.05,15.71,22.92
814,HBAN,2021-05-20 23:15:00,5,15.41,15.07,22.28
815,HBAN,2021-05-21 23:15:00,5,15.7,15.36,22.57
816,HBAN,2021-05-24 23:15:00,5,15.68,15.34,22.55
817,HBAN,2021-05-25 23:15:00,5,15.73,15.39,22.6
818,HBAN,2021-05-26 23:15:00,5,15.45,15.11,22.32
819,HBAN,2021-05-27 23:15:00,5,15.75,15.41,22.62
820,HBAN,2021-06-01 23:15:00,4,16.15,15.81,23.02
821,HBAN,2021-06-02 23:15:00,4,15.93,15.59,22.8
822,HBAN,2021-06-03 23:15:00,4,15.85,15.51,22.72
823,HOFV,2021-03-18 23:15:00,27,3.24,3.1,6.07
824,HOFV,2021-03-19 23:15:00,28,3.06,2.92,5.89
825,HOFV,2021-03-24 23:15:00,10,7.43,7.29,10.26
826,HOFV,2021-03-29 23:15:00,15,5.35,5.21,8.18
827,HOFV,2021-04-01 23:15:00,14,4.89,4.75,7.72
828,HOFV,2021-04-05 23:15:00,15,4.99,4.85,7.82
829,HOFV,2021-04-08 23:15:00,15,4.53,4.39,7.36
830,HOFV,2021-04-15 23:15:00,21,3.5,3.36,6.33
831,HOFV,2021-04-22 23:15:00,22,3.55,3.41,6.38
832,HOFV,2021-04-23 23:15:00,21,3.67,3.53,6.5
833,HOFV,2021-04-26 23:15:00,20,4.05,3.91,6.88
834,HOFV,2021-04-27 23:15:00,19,4.0,3.9,6.1
835,HOFV,2021-04-29 23:15:00,18,4.1,3.96,6.93
836,HOFV,2021-05-05 23:15:00,20,3.7,3.6,5.8
837,HOFV,2021-05-06 23:15:00,21,3.58,3.44,6.41
838,HOFV,2021-05-10 23:15:00,23,3.37,3.23,6.2
